id,author,rating,title,content,version,date,country,platform,vote_count,reply_content,reply_date
6b499bc4-77a7-4c9d-a174-e198ee62a248,Tom Pinchuk,1,,Not easy to scan. stupid warning messages on printer if I'm not logged in. HP has overcomplicated printing and scanning.,20.1.2.5988,2026-01-18T02:58:05,us,Google Play,0,,
c68c43b9-7de2-435c-bf4a-3f143ca7dfab,Siti Shazirrah,1,,Not helped,,2026-01-17T22:07:53,us,Google Play,0,,
c18e8b9a-4da3-4c64-94e0-4c6ca34ff5f0,James Mckay,1,,"absolute shite ! Incredibly complicated, unnecessarily protracted installion process ... Very poor punter / printer interface .... could not be more user unfriendly even if it was specifically designed to be so ! A complete waste of time to use ~ expensive, incompetent electronic junk ...😱",20.2.0.6076,2026-01-17T21:22:45,us,Google Play,1,,
cfd4fdd2-ab1d-404f-bb05-fd69f76b1662,Dave Nicolai,2,,"2 stars because it does technically allow me to scan and there are no Android alternatives for my HP AIO. This app is more of an advertisement/upsell effort by HP than a print & scan app. Close all the ads? They all come back seconds later. Also, why do I need to login to an HP account to use a 15+ year old device sitting on my own desk? Why can't I scan at 600dpi or greater? Before installing, check to see if your device is supported by the ""Mopria"" app so you can hopefully steer clear of this.",18.10.0.5530,2026-01-17T20:04:55,us,Google Play,0,,
f8d10387-d221-4f76-abae-a94d856e4eee,Kopil Kaiser,5,,"Convenient, useful, and helpful. I am using this app from 2018. It is one of the best mobile scanning documents to convert your physical documents to jpeg or pdf. It has never failed to impress me. It is also packed with superb functionalities to use your HP printer. Everything can be done from this HP Printer Smart app. Highly recommending it to anyone willing to get a scanning document app or if you are buying a HP printer on 2026, you will definitely need this app to setup your HP printer =)",,2026-01-17T17:40:00,us,Google Play,0,,
a8b608bb-e4e3-4ac1-bd9a-dd5838be5593,Alex V,1,,asks for sign up...,20.2.0.6076,2026-01-17T16:57:52,us,Google Play,0,,
00a569a7-bf61-4da5-b2fc-06d28de33f1c,Alan Johnson,1,,"It was a massive pain from the beginning. Why does it only use 2.4Ghz? After eventually getting it connect I find out that I can't even scan without creating an account. HP why do I have to create an account to use my freaking printer?! I don't want you collecting my data just to sell it to 3rd parties. All of these trash restrictions that are called features is ridiculous. What happened to being able to get a simple, no wifi printer that I can just connect via usb and use as I please?",20.2.0.6076,2026-01-17T14:30:44,us,Google Play,1,,
2881080f-55cc-4137-a443-d471625a91bd,Mr. Salem,1,,Dumb usless product,20.1.0.5822,2026-01-17T13:04:10,us,Google Play,0,,
a6e7d89e-f8a6-43b1-954f-5b88549f7548,Jennine Thigpen,1,,"so far, TOTAL EPIC FAILURE",20.2.0.6076,2026-01-17T12:35:46,us,Google Play,0,,
5e5a5939-f9c0-4034-b38d-5562f5bb5b82,Richard Osborne,5,,very easy setup great printer,20.2.0.6076,2026-01-17T11:48:42,us,Google Play,0,,
e1255807-2090-4e61-ad02-4f55f09e20b0,Garold Newbold,1,,Not helpful. Instructions not clear. Cannot get a support person on the phone,20.2.0.6076,2026-01-17T10:28:28,us,Google Play,0,,
02e22eae-6617-46c1-b8fa-2727cd3f98f1,Omer Alking,1,,"worst app and worst printer the app is really slow, always takes you to the website and you have to sign in every time you have to anything",,2026-01-17T10:17:03,us,Google Play,0,,
499ec6be-575d-4339-a38c-f671c7b1b6e4,Athanasios Koulis,1,,Awful experience trying to print an insurance certificate needed for the next day. HP printers have now become almost useless and HP is not interested at all in its customers. Difficult to recommend them any more.,20.2.0.6076,2026-01-17T08:54:57,us,Google Play,0,,
6e4f8090-7e64-41a4-ab30-d94e841d95c7,rkmurugan rkmurugan,5,,Good,20.2.0.6076,2026-01-17T07:17:23,us,Google Play,0,,
52ec9dc6-5d46-48ad-889d-a190ee650ce1,James Walton Parrish Jr.,5,,wonderful app has lots of expansion it allows you to take a simple document and put it into your phone to the scanner on the printer or take things off of your phone and put them into something else it allows things to go back and forth between the printer and the phone or tablet you know it'll allow you to take and scan things that you can put into an email from the scanner it'll allow you to take things off the net forms it is the one most wonderful app I've got 2026,20.2.0.6076,2026-01-17T04:13:31,us,Google Play,0,,
1dfd8cd3-4697-41a3-afaf-6ae40eb54afd,Cheryl Graham,1,,Trying to add my printer after installing a new router and the app just crashes every time. The printer is now just an expensive lump of nothing as I can't connect using my phone and I don't have a PC.,20.2.0.6076,2026-01-17T03:20:38,us,Google Play,0,,
531ae58c-8e20-4600-98a1-9d6172ea1323,Michael O,1,,Useless!,,2026-01-16T20:08:21,us,Google Play,0,,
21067246-627f-4b44-810e-0f01e16f4edc,MAKIYO LLC,1,,sucks,20.2.0.6076,2026-01-16T18:28:31,us,Google Play,0,,
88cb771b-9677-4d7d-8a0a-318b3e408523,Lauren Christians,1,,very difficult to use. often prints the wrong page. cancelling the print job just delays it. I wish I could just print from the PDF viewer.,20.2.0.6076,2026-01-16T14:17:03,us,Google Play,0,,
5ee182a7-7d44-4c4c-a9b2-9dcde03e46c0,Maruchan,1,,I can't scan documents with my printer anymore,20.2.0.6076,2026-01-16T11:24:14,us,Google Play,0,,
2f7c1953-2aa7-45fe-99b0-7255adfb7d86,Simon James Finch,3,,"I connect via WiFi and App is very intermittent by phone... I only see my ink levels about 1 in 50 times I connect... Initially I moaned about tablet support (as with tablet connected to WiFi then it can't connect to printer) but actually tablet is much better... Connect tablet to WiFi, Open HP app, Login & when printer appears, Switch tablet to printer... This always seems to work & I can finally Scan reliably. Still not perfect as Print Dashboard needs internet so that doesn't work :(",20.2.0.6076,2026-01-16T11:01:19,us,Google Play,0,,
516c0f65-9d06-4dbf-b975-074aad235373,Macaulay Obodo,5,,very good,20.2.0.6076,2026-01-16T10:49:56,us,Google Play,0,,
7dcb32e7-cb26-40ec-a1e3-dee0199a2d66,Anand Pandya,1,,awful,20.2.0.6076,2026-01-16T08:58:30,us,Google Play,0,,
6a9934bd-1e97-4260-b4ff-584dd2c4f304,Ye boi,1,,I can never get my printer to connect and it pmo.,20.2.0.6076,2026-01-16T08:56:30,us,Google Play,0,,
c252f725-0999-419a-a769-0ec906a0fc84,Justin McLendon,1,,sucks,20.2.0.6076,2026-01-16T07:16:38,us,Google Play,0,,
c3896d12-1b77-48bd-a5ea-2cb4922de031,Alex Chaney,1,,anti-consumer practice that locks the printer behind using specifically HP ink. I got my account locked for for buying third party ink and trying to use that. I will never purchase from the HP brand again.,20.2.0.6076,2026-01-16T06:54:56,us,Google Play,2,,
b13e8db6-8766-4736-8758-af10fb60ee1a,F,2,,"I tried to use this app to just print something via my phone quickly. It first allowed me to use the app as a guest. It autodiscovered my printer (on the same network) easily enough, and yet when I went to print something I was required to sign in. No HP, I'm not going to create an account with you to use my own local printer. Would've been 1 star but it did actually autodiscover the printer instantly. Props to the dev that built that feature.",20.2.0.6076,2026-01-16T05:27:17,us,Google Play,2,,
37e11b3c-f653-4559-8188-c2cb17fccfd4,Wilma Bohage,1,,Terrible.,20.2.0.6076,2026-01-15T21:00:56,us,Google Play,0,,
a6b3bfda-8b03-45a6-ac7a-d02a36b10d61,gaurav jalan,3,,Kindly add double side /two sided printing option to save pages.,20.2.0.6076,2026-01-15T20:58:11,us,Google Play,0,,
78c377dd-8fa2-4577-a3e9-44b90f6f0686,carmen ramirez,1,,"I'm trying to print my second single page in many mouths and my printer requested to print the alignment 3 times, after printing 3 times a white page (I mean just didn't print) it started just not printing at all... I just added a new cartridge, the printer is in good condition..... ah, but they charged me for the alignment prints and suggested me to buy a monthly plan since I am printing so much. the AI customer service doesn't understand what is my problem (doesn't have this options).",20.2.0.6076,2026-01-15T17:28:40,us,Google Play,2,,
3e7c6e1c-296d-4f70-89fe-b51eef642795,J'sgirl Always,1,,my printer reads not available yet wifi is operating on my phone and TV. so I don't know what the problem is but I'm quite frustrated.,20.2.0.6076,2026-01-15T17:18:35,us,Google Play,0,,
ea924bc5-8bbf-4e6c-83bb-2188f03227ce,Tigerglory,1,,i should not need an app to use a printer,,2026-01-15T15:36:55,us,Google Play,1,,
7007e5b8-3fcf-4c5d-939d-86257e00188f,Joshua Benjamin,5,,trial,,2026-01-15T14:39:25,us,Google Play,0,,
7f6e0303-50fd-439a-893b-0217a6313377,Nongwadla Celeshe,5,,just the best app for use,20.2.0.6076,2026-01-15T12:44:02,us,Google Play,0,,
f40e945c-9eda-40c7-bd08-d65000017c97,micdpayne,1,,cant fax service constantly doesn't connect,20.1.0.5822,2026-01-15T12:38:54,us,Google Play,0,,
ed849d2e-de73-44a3-ab8b-17b7a37d832b,Alam Nassir Ruiz,1,,requiring an app to use your printer is not user friendly,,2026-01-15T10:44:45,us,Google Play,0,,
7a6b3afe-3f6f-42b1-9b0f-5b0ecceb5cbe,Vytasmm Mikis,5,,Good app recommend,20.2.0.6076,2026-01-15T10:36:40,us,Google Play,0,,
ce00c337-c124-458c-80f6-98762010f4b3,Miss Independent,1,,never buy an HP again. my printer never wants to print. still brand new after buying it two years ago. junk!!!,20.2.0.6076,2026-01-15T10:26:59,us,Google Play,0,,
9c279292-8e7d-4ff8-b346-7258501c2ba3,Stella B,1,,whole day spent trying to complete set up. absolutely pointless,20.2.0.6076,2026-01-15T10:19:32,us,Google Play,1,,
259dc5fe-4eaa-48e3-a9ef-cb60292d234b,Coach Mandela,5,,You don't want to miss this,20.2.0.6076,2026-01-15T08:24:20,us,Google Play,0,,
41295e29-1f25-4ddc-8791-fdb439cfe4d7,Paul Myers,4,,trouble adding new printer,20.2.0.6076,2026-01-15T08:15:42,us,Google Play,0,,
f38e42be-780d-4b1e-ac7e-d2f46f0ed2db,Anthony Laster,5,,Great,20.2.0.6076,2026-01-15T07:42:23,us,Google Play,0,,
dd6299e1-6c48-42d7-b16a-cef2c2ba8829,Josh Bell,5,,great job,20.2.0.6076,2026-01-15T06:13:03,us,Google Play,0,,
a7b51f05-94ec-4130-b272-972e2c708a3a,Jaron,5,,love it,20.2.0.6076,2026-01-15T04:49:53,us,Google Play,0,,
9e5abb56-4101-4fb5-8353-934d4f5f1dcc,terry mcshane,5,,can connect photo to printer,20.2.0.6076,2026-01-15T01:55:52,us,Google Play,0,,
a0e6c8ca-c5da-40ce-b9a1-9b34aaf0477e,Ryne Fuller,5,,Once you get it all synced up with the computer and phone. with the HP SMART APPLICAT ION. IT'S THE BEST PRINTER I HAVE EVER USED.,20.2.0.6076,2026-01-15T01:34:33,us,Google Play,0,,
962a341b-c8a1-4b02-b217-8444d191f53f,SUMiT GUPTA,5,,This new update is really good. App opening faster,20.2.0.6076,2026-01-14T23:18:50,us,Google Play,0,,
3ca94d9f-74d0-4979-a835-59ab9472881f,Sonia Rivera,1,,"can't send mobile fax, it constantly lingers",20.2.0.6076,2026-01-14T19:08:40,us,Google Play,1,,
bafc1b2a-b6bf-4fe2-980b-b2a2f844b029,Cameron Madden,1,,"Pathetic - Cannot connect to an OfficeJet Pro 8020 via the same wifi network. Tried many times on 2 mobiles (cell phones) and 1 tablet. I can connect to other brands of printer except HP. What happened? HP used to be good brand, but is useless now. Being objctive here. Fix this to prove me wrong and I will change my review immedately. HP Smart(?) cannot find a printer via the same network nor via jetdirect.",20.2.0.6076,2026-01-14T16:21:07,us,Google Play,0,,
43c330ac-dc03-4844-a57a-2fbfa458af11,Diane Knuckles,5,,I just received my 2nd printer utilizing the ink and new printer option. Hopefully this will work out for me!,20.2.0.6076,2026-01-14T13:35:05,us,Google Play,0,,
de1f0e0c-6452-46fd-8066-ac3e9c05c917,Jarek Stefaniak,1,,"Total garbage. Nothing seems to work, takes forever to set up new printer or do any tasks",20.2.0.6076,2026-01-14T12:06:02,us,Google Play,14,,
41891dd0-2a1d-4d28-8a91-9c53119db272,Alexander Keefe,1,,"printers don't work, app debugging and maintenance tools don't work. Utter trash",20.2.0.6076,2026-01-14T11:50:35,us,Google Play,1,,
a31170db-e02c-4cf9-b58f-a3b5f3d11665,Andreas Elf,1,,Unusable... Asks me to create an account to use the features.,20.2.0.6076,2026-01-14T11:10:08,us,Google Play,1,,
e6c0539a-6882-4fd6-91f8-82aa3cd61256,A. Moreno,2,,took ages to set up a while back. such a pain. Last used my printer 2 months ago. I can't even use it now after the update. Just will not connect. seriously had enough.,20.2.0.6076,2026-01-14T11:10:07,us,Google Play,1,,
b479fd40-dffb-4b24-a636-205123bca5ba,darek gadowski,1,,"first 30min use this app looks useless ,I'm try print picture change size fit to page its working much worse than I'm use previously Brothers app.Hp is much worse I uninstal it",20.2.0.6076,2026-01-14T09:17:43,us,Google Play,1,,
03ce6d1d-ecb6-4c50-9e6e-0124f55b0eba,Rind 0916,1,,There are too many problems with all HP printers. time to change brand...,20.2.0.6076,2026-01-14T08:22:44,us,Google Play,1,,
c1874e63-63fd-4e22-8bcd-bb2e7d3096b5,Michael Barber,2,,Why do I need to sign in to scan?,,2026-01-14T07:08:18,us,Google Play,1,,
e9c77cf7-5221-41c1-a669-0ee7f26e39b1,Mark Stevenson,1,,"No longer connects to my HP 4500. The printer is connected to the WiFi and prints no problem, even with remote printing. But the HP app can no longer find the printer. Error is obviously with the app since the last upgrade as the printer is working perfectly. Both app and printer are connected to the same WiFi as the app. Previously, the app was 5 stars. But as it's now non-functional, it's 1 star by default. Tried reinstalling the app, still nothing.",20.2.0.6076,2026-01-14T06:51:15,us,Google Play,1,,
273bf562-c1cb-4d30-ab0d-fdc4f026eb00,yong en you,1,,can't even sign in,20.2.0.6076,2026-01-14T05:50:44,us,Google Play,1,,
5276280a-31a3-4a29-87f4-e21e7fe8c506,Michael L,1,,garbage from hp,20.1.2.5988,2026-01-14T04:35:22,us,Google Play,1,,
8d8d69e1-d12e-4fc8-9b39-99c54868da18,Md Shaker,5,,This is very important app for all learners,,2026-01-14T04:07:44,us,Google Play,0,,
bc016fb6-07d8-45e4-92c5-752a031638b7,Faisal Shahzad,1,,always causing issue. wireless connection lost.,20.2.0.6076,2026-01-14T03:52:55,us,Google Play,1,,
4247cacb-8dfb-4578-9de4-67306093a6f6,B McK,1,,"it is just awful. why do I need an app to use my printer. every document has to be saved and converted to PDF, then open the app to select and view, I'm 5 minutes to print a returns label. I can understand the need for every feature for business customers, but I just want to print letter and homework. just have it link to WiFi like printers used to be.",20.2.0.6076,2026-01-14T01:05:56,us,Google Play,1,,
572f0f1e-6a12-45d4-a8b1-3823203a6e23,Harry Hemmings,1,,"probably the worst app and printer ever. the ink is such a scam because i got 305 and it wont even work with 308. also my printer wont recognise the paper or cartridges, youre better off buying a printer from anywhere but hp. infact buy an epson printer, you get enough ink for monthly use and its mostly cheap",20.2.0.6076,2026-01-14T01:03:25,us,Google Play,1,,
f240a937-fd80-4e35-bc8c-86c3397180ae,yoom surber,2,,i like the app better than the hp smart version. but it still can't do everything in app. still have to enroll subscription and change settings through web. currently it won't let my printer connect to wifi when choose add previous printer and I'm on subscription. such a waste of money and time.,20.2.0.6076,2026-01-13T23:22:16,us,Google Play,6,,
4b8e8c5b-a755-4792-bf19-fce5d3b4d977,Mahula,4,,Easy to use.,20.2.0.6076,2026-01-13T21:32:05,us,Google Play,0,,
97d21718-063f-4ffc-a800-a24ba308a408,Rahul Agarwal,2,,"The new app has the reliability of a Wi-Fi signal in an elevator. It randomly loses connection, and scanning through the document feeder is a fun game where the app quits after 4–5 pages while the scanner happily keeps going like nothing happened. The hardware is working, the app is not, and I’m left wondering which century this software was designed in. Would not recommend if you enjoy finishing tasks.",20.2.0.6076,2026-01-13T17:28:21,us,Google Play,0,,
dad7f0b7-6d89-481b-8382-737353884a45,vee winch,1,,require sign in for using FULL PURCHASED printer. garbage!!,,2026-01-13T16:18:41,us,Google Play,0,,
1a652fdb-ae66-4cc8-bbe8-5f922ea9a23c,Jo Helton,1,,"I've had this printer for most of the year and can't use it. It will not stay connected to my tablet nor can I get it to print copies. it's a useless paper weight. It can't connect with my pc, either, because it is wireless. I'm still paying for ink, although it has only printed 2 pages in 9 months.",20.2.0.6076,2026-01-13T15:57:47,us,Google Play,0,,
d946bac9-6dc5-429a-9413-8db76a2899c7,Deryck Gates,2,,"difficult to use, runs out of ink way too fast. needs constant updates and reinstalls more headache then it's worth",20.0.1.5732,2026-01-13T14:36:33,us,Google Play,0,,
46cc7f21-c697-42ae-97e8-cd223e6eae0d,David Temple,1,,Painful,,2026-01-13T13:50:18,us,Google Play,0,,
4fb47c9e-9102-4a78-9a06-b3889593b46b,Patricia Abraham,1,,can't fax 😞??? worked when I got the printer but now it's not doing what it's supposed to do..,20.2.0.6076,2026-01-13T11:24:15,us,Google Play,0,,
2e6d9d7e-a9f9-420d-bc55-c7756f638651,marios mario,5,,"Amazing, this user friendly HP does it all, enables an average office skill person like myself to scan, print, fax, copy, etc....",20.2.0.6076,2026-01-13T11:11:13,us,Google Play,0,,
57e00b8c-3a28-4bce-b15b-a998be151ad3,Sanju Saha,1,,facing very hard to connect and use.😢,20.2.0.6076,2026-01-13T10:42:27,us,Google Play,0,,
0ee6e854-6955-4ec9-a961-ced32da53664,None None,1,,"don't recommend. tried to add printer to new computer, it forced me to add to other stuff... not good",,2026-01-13T10:41:28,us,Google Play,0,,
610961b0-0b54-4206-b3de-b1b48752d06e,Frank Wouters,1,,"Useless app, it seems to difficult to align a picture. Or to connect to a printer. Or, if it finally works, remember a printer. Or to actually notice that it has paper....",20.2.0.6076,2026-01-13T09:49:17,us,Google Play,2,,
2535a8d8-f288-4118-9a83-ddb87d8ab8c6,Khurshid Bano,5,,very good and tung🐒🐒🐒🐒,,2026-01-13T08:07:11,us,Google Play,0,,
29314a44-5912-486b-b480-3f7025710c52,kappala muralidhar,5,,Nice,20.2.0.6076,2026-01-13T06:54:38,us,Google Play,0,,
75ba3e99-5018-4ca8-82bd-babc6bb68ec1,David Le,1,,"HP used to be really good, but now it's not. They still sell good printers and computers, but they only work well if you're lucky. Just keep praying for that miracle!",20.2.0.6076,2026-01-13T06:28:14,us,Google Play,0,,
b211ab37-e190-4191-8585-98531d20f462,Jonathan Stiles,1,,Literally unusable.,20.2.0.6076,2026-01-13T05:41:02,us,Google Play,0,,
0b38a01d-c87f-45f5-8ac8-daa119bf7d57,Bill Stone,5,,good,20.1.2.5988,2026-01-13T05:11:51,us,Google Play,0,,
0ddb910d-ad5d-444b-986a-f8b4f6718728,Rohit Bhalerao,5,,you are the best,20.2.0.6076,2026-01-13T05:11:04,us,Google Play,0,,
509b4d12-3b8e-44c5-9633-f0f2d67cfe71,JosieBill Stone,5,,Good,20.2.0.6076,2026-01-13T03:33:07,us,Google Play,0,,
fba75d80-f151-4276-90c8-2718083e3eb4,KATHY Stokes,5,,love this printer and I'm so glad I purchased it over the o s I was going to purchased at first.,20.2.0.6076,2026-01-13T01:14:11,us,Google Play,0,,
43084a84-982a-4b9d-98bb-b95e886d29b6,Ram 214,5,,good,20.2.0.6076,2026-01-13T00:54:18,us,Google Play,0,,
f49cf105-4441-4b2f-bc0a-f4fa52b4dfd9,Rammurthy Sundaram,5,,Good,20.2.0.6076,2026-01-12T20:44:56,us,Google Play,0,,
1d4e2c2b-dc32-4480-a2cc-d72b9021296c,Mike Scott,4,,smooth and easy,18.5.1.5470,2026-01-12T20:35:25,us,Google Play,0,,
c3bcaa6e-fe2f-4ef8-ac90-936b7360fef3,SidandLaura Gelfand,1,,it's just blank,20.2.0.6076,2026-01-12T20:29:34,us,Google Play,0,,
bb50a5a9-3465-4aeb-96b6-b350c81212ae,Jesse Rothman,1,,"Terrible user experience. New printer out of box will not work until you register the device, but in order to finish HP app needs to add printer (via Bluetooth). Printer plugged in via Ethernet + Wifi, but neither the computer or phone can 'find' it. Dead in the water.",20.2.0.6076,2026-01-12T17:45:59,us,Google Play,0,,
30b7d03f-2df4-4e18-8633-026d3b32575d,geofre,1,,Can't scan double-sided using the app.,20.2.0.6076,2026-01-12T17:34:40,us,Google Play,0,,
b892a0fc-1691-478b-b4b4-feceff0db82d,Judith Paradise- Alden,5,,good,,2026-01-12T14:47:39,us,Google Play,0,,
08136a7b-fedd-40a0-8994-27642e90f830,John Lawson Sr.,1,,Having issues with HP 6100 series not staying connected to wifi. As far as I'm concerned next printer will either be a Brother or a Cannon!,20.2.0.6076,2026-01-12T13:32:20,us,Google Play,0,,
4118043d-2b6f-44df-b9dd-4c644bff8abe,Olga D,1,,"HP printer never worked fine. Now with the new app it just doesn't connect. I cannot print anything, although it was connected before. 5 years of struggle with HP printers, I will finally buy a better alternative.",20.2.0.6076,2026-01-12T12:41:14,us,Google Play,2,,
b0efe5ff-b576-4218-b467-5a4d8c714337,vicky bleasdale,1,,"Had nothing but hassle with my Envy 6200 printer from 1st set up from new ( took around 5hrs to set up!) to now as ive changed BB provider. My printer atm is literally an ornament as it wont connect to my internet router! Ive done every step as the app tells you to no avail, ive done every troubleshoot step, ive been through the settings on my phone repeatedly & again its over 4hrs! Im paying for instant ink yet HP know im not connected to the internet! Absolutley rediculous!",20.2.0.6076,2026-01-12T12:30:38,us,Google Play,0,,
5222f837-0e98-46ca-996f-633abb8b70a4,Sam Moore,2,,not helpful!,20.2.0.6076,2026-01-12T12:05:06,us,Google Play,0,,
d5357a1b-f559-43f9-bd4f-d81ac1974acd,juanito galera,1,,needs to be connected to an account to use printer.,,2026-01-12T11:57:15,us,Google Play,0,,
fb6a3a6b-5045-420f-86a0-6ccebee7a05f,Martha Durbin,1,,not working,20.2.0.6076,2026-01-12T11:46:55,us,Google Play,0,,
6dff7e7f-f3da-422e-865f-7b9e60257e67,Hollywood Jemison,1,,"I have used HP printers for years without a single issue until now. This new model is a nightmare. The touchscreen is far too small and incredibly over-sensitive; every time I try to tap a setting, the screen jumps or selects the wrong option because there’s no room for your hand to steady itself. Worst of all, the Direct Wi-Fi setup is broken. It won't connect to my phone no matter what I try. I’ve been at this for over 5 hours and it's still not working. This machine is currently a paperweight",,2026-01-12T11:37:26,us,Google Play,0,,
