id,author,rating,title,content,version,date,country,platform,vote_count
14408896274,Tammytam57,3,Skipping scans,I’ve been standing scanning my son’s physical documents to upload to school for over 25 mins. I’ve scanned 4 times now and the last time page by page. Scan is giving me blank pages or cutting off bottom half of page.,26.2.0,2026-08-09T19:37:56-07:00,us,iOS App Store,0
14408671522,Guess1991,1,A pain,If you don’t use it very regularly you have to reconnect printer which is a huge pain. Zero stars,26.2.0,2026-08-09T18:11:41-07:00,us,iOS App Store,0
14408600548,⭐️⭐️⭐️⭐️⭐️🥰,5,Rapidez y calidad,⭐️ ⭐️ ⭐️ ⭐️ ⭐️,26.2.0,2026-08-09T17:44:03-07:00,us,iOS App Store,0
14408495946,ProudSLP,3,Problem with mobile fax,"Can’t scan the file via feeder, while using mobile fax.

Can’t fax it on desktop either.
Frustrating! No help.",26.2.0,2026-08-09T17:02:47-07:00,us,iOS App Store,0
14408093525,Acpsrhp,1,Can’t Scan with Printer,"Everything went wrong with AI, I presume. The app that used to easily scan photos and documents no longer works. Camera scan sucks! I’m desperately in need of scanning capability‼️",26.2.0,2026-08-09T14:21:54-07:00,us,iOS App Store,0
14407966088,Ihateyomama,4,It’s good,I had some complications but the printer printed everything i needed. It’s amazing! I definitely needed this for a regions test that was coming up!,26.2.0,2026-08-09T13:34:14-07:00,us,iOS App Store,0
14407903217,Trs529,3,Use too much ink,Ink go pretty quickly,26.2.0,2026-08-09T13:11:39-07:00,us,iOS App Store,0
14407715159,mmctee237,1,HP just flat out sucks,Will never deal with the headache that is HP again. Apple all the way from now on,26.2.0,2026-08-09T12:06:07-07:00,us,iOS App Store,0
14407594627,ToniBK,1,Printer not so good,98.2 percent of the time when I send something to print it doesn’t print.  Just don’t seem to catch or recognize.  Disappointing because I’ve never had issues with HP products,26.2.0,2026-08-09T11:25:46-07:00,us,iOS App Store,0
14407594353,J&R Ruben,5,Hp scanner,This kind of scanner does the life easier that you think thanks HP,26.2.0,2026-08-09T11:25:40-07:00,us,iOS App Store,0
14407219440,22575 M,1,Hp envy printer,I was told it prints pictures but it doesn’t. I pay every month for ink and paper. I have had it for 2-3 years and have never gotten refills on either. And sometimes I pay $15 a month for what I print. It never works right,26.2.0,2026-08-09T09:26:39-07:00,us,iOS App Store,0
14407052323,Penny Scarlett,1,Print Issues,The printer never prints good quality especially in color.,26.2.0,2026-08-09T08:36:31-07:00,us,iOS App Store,0
14407022085,JTAs Photos,5,Photos at my fingertips,"So happy to finally have photos at my fingertips. After trying all of the different methods, sending them for printing, having to wait, looking for the best price, this is just it. Stress and hassle free. Thank you!",26.2.0,2026-08-09T08:27:27-07:00,us,iOS App Store,0
14406766758,bunnyears 78,5,Print,I love that I can print things from my phone,26.2.0,2026-08-09T07:11:44-07:00,us,iOS App Store,0
14406513240,Su9e1fuji,5,This app is awesome,The hp app helps me a lot. It’s awesome,26.2.0,2026-08-09T05:52:46-07:00,us,iOS App Store,0
14406505882,AmINotMerciful,1,Slowest printer ever,It never ceases to amaze me how slow this printer works,26.2.0,2026-08-09T05:50:19-07:00,us,iOS App Store,0
14404922308,Stevecast16,5,Review,It’s amazing,26.2.0,2026-08-08T18:51:54-07:00,us,iOS App Store,0
14404761138,Roofinggarcia,5,Love it,Love it at lot,26.2.0,2026-08-08T17:46:44-07:00,us,iOS App Store,0
14404676040,XxthecreativeonexX,4,My review,I like it it easier unlike other companies setting the printer is very easy. You just put a picture in in the app and then you just edit it and you get what you want. Thanks!,26.2.0,2026-08-08T17:11:26-07:00,us,iOS App Store,0
14404617486,Printing via phone,1,Personal experience,"The app is unreliable, the WiFi connection unstable even when fully connected via the settings, and on a personal level the idea that I’m being blocked from certain features due to a subscription for a printer already in my possession for several years makes the experience all the more sour. Safe to say that the convenience of a printer and being able to print from a phone are nice however I find myself perturbed when actually using the service.",26.2.0,2026-08-08T16:47:02-07:00,us,iOS App Store,0
14404331441,Moinme,1,Printing issues,I don’t know why you guys messing up with my printing availability just because I canceled my subscr,26.2.0,2026-08-08T14:47:30-07:00,us,iOS App Store,0
14404186689,SuperOutman,1,Stay away from this APP and printer,"This is a terrible decision to put all the function on this app. HP did a terrible job and decision. After wasting so much time on the HP app and printer with consistent printing issue, I returned the HP printer and will delete this app. Good luck HP",26.2.0,2026-08-08T13:50:49-07:00,us,iOS App Store,0
14403597563,No more hp products,1,Printer sucks,I have owned 20 printers in my lifetime and these 7855 are the worst products I’ve ever had,26.2.0,2026-08-08T10:22:35-07:00,us,iOS App Store,0
14403032538,bobobo136$,1,Print,My printer not printing,26.2.0,2026-08-08T07:30:49-07:00,us,iOS App Store,0
14402783368,Roblns,1,Horrible,"Imagine creating a printer that barely prints, with an app that barely works.",26.2.0,2026-08-08T06:15:33-07:00,us,iOS App Store,0
14401949276,Abvcdhei,1,The printer isn’t working,The printer is sometimes happy to print and sometimes not happy to print. I get unhappy days more often than happy days. I will not choose to buy hp again. I will go back to cannon.,26.2.0,2026-08-08T00:55:30-07:00,us,iOS App Store,0
14401216939,Chan Bell,5,Happy customer,Easy to use,26.2.0,2026-08-07T19:35:07-07:00,us,iOS App Store,0
14401051765,Mysterious-L,1,Worst company ever,I have a hp envy printer that after a while has refused to connect to my WiFi nothing in the setup guide works and I’ve tried every possible solution. They’re a trash printer and anyone thinking of buying one should look elsewhere,26.2.0,2026-08-07T18:30:26-07:00,us,iOS App Store,0
14400663056,bkcole1,1,No good printer,Nothing is as advertised. It won’t print from safari and I have to save every document to my phone and print through the app. The ink wouldn’t work when it was brand new so I had to subscribe to the ink service. I wish I had an epson,26.2.0,2026-08-07T15:56:05-07:00,us,iOS App Store,0
14400291615,CoachRomanAG,5,HP service for small business,"Love my HP Services, I use printing and scanning for my small business and my printer never lets me down. App works great.",26.2.0,2026-08-07T13:32:18-07:00,us,iOS App Store,0
14400200879,210528Tango,1,Please don’t,It you want to avoid stress and subscription based services go with a different brand like Brother or Canon. The UI/UX is not friendly and is super slow. I use HP products but their printers are not the way to go unfortunately.,26.2.0,2026-08-07T12:59:29-07:00,us,iOS App Store,0
14399326383,KimV009,5,Easy,I love that I can camera scan,26.2.0,2026-08-07T08:17:40-07:00,us,iOS App Store,0
14399141538,Go2wk,1,A mind of its own,Half the time it will print and half the time it will not. It will say it’s printing and never print. So frustrating!,26.2.0,2026-08-07T07:24:28-07:00,us,iOS App Store,0
14398786429,MSkB3,5,Life Saver !!,It’s simplicity was appreciated,26.2.0,2026-08-07T05:39:22-07:00,us,iOS App Store,0
14398775673,kodak kap,5,Papi Kodak Famous Rapper,Printing out pictures of famous people,26.2.0,2026-08-07T05:36:03-07:00,us,iOS App Store,0
14397750335,Chess17369,1,Terrible printer,Printer is always dropping from network. Multiple network errors plague this product.,26.2.0,2026-08-06T22:54:07-07:00,us,iOS App Store,0
14397453079,Hormonal chicka,1,Never works,Each printing job takes over 30 minutes. Not sure if it’s the printer or the app,26.2.0,2026-08-06T20:44:25-07:00,us,iOS App Store,0
14397339742,Mcsllew,4,"I like produce, but…",Alexa option to be able to send information however I need them to create more information on how to save the files in case one doesn’t work for example I tried to send a moble fax but it didn’t save the file so that I could save the document to email when the fax didn’t pick up.,26.2.0,2026-08-06T19:58:36-07:00,us,iOS App Store,0
14397148588,keith scheeler,1,Horrible,"Got a new WiFi and the printer doesn’t have settings to reset your WiFi. The HP is to reset it but after 30 times trying, can’t find the printer. Online doesn’t find the printer either although it is in my account. What Nightmare I’ve encountered with this app!",26.2.0,2026-08-06T18:45:22-07:00,us,iOS App Store,0
14397052075,Belnanzo,5,Amazing,"Great App Ever, Very Easy to use and useful",26.2.0,2026-08-06T18:08:55-07:00,us,iOS App Store,0
14396655278,Mad Ayers,1,Printer.,"I wanted to really like this printer, but unfortunately you get what you pay for. It works when it wants too. Set up is really not user friendly!! And says it’s connected, and wifi is good but nothing prints. Super frustrating.",26.2.0,2026-08-06T15:33:20-07:00,us,iOS App Store,0
14396608128,Fun on phone,5,Great app,Like can scan to pdf on phone app,26.2.0,2026-08-06T15:14:50-07:00,us,iOS App Store,0
14396481021,rat gonzales,1,Printer/app gives me such a hard time,I'm always waken up abruptly by my brother to fix the printer because the printer finally decided to disconnect to the wifi. So trying to figure out how to reconnect it back always give such a hard time and especially the app not giving to a shortcut to the diagnosis and leaves you off with virtual assistance. Especially when trying to enroll I'm the instant ink subscription why is swapping me back and forth with the app to the hp website. So much easier if I just dealt with it all the app it just doesn't make sense.,26.2.0,2026-08-06T14:25:38-07:00,us,iOS App Store,0
14396393919,moonxochild,1,never connects or prints,"I have tried multiple troubleshooting options/methods, unplugging, and I may get the printer to actually print something once in a blue moon.",26.2.0,2026-08-06T13:53:15-07:00,us,iOS App Store,0
14396356123,Mad Customer 2026,1,Review,This company is a damn joke,26.2.0,2026-08-06T13:39:32-07:00,us,iOS App Store,0
14395951871,Link2ab,1,Keeps printing upside down on 2 sided,Even after selecting long edge and follow hp instructions and downloaded the app for long edge option,26.2.0,2026-08-06T11:19:46-07:00,us,iOS App Store,0
14395929232,Jendidjnfokdhg,1,Stupid and useless on iPhone,This app is so stupidly designed and mobile fax is absolutely useless as I can’t even fax pdfs from iPhone. Fix all that,26.2.0,2026-08-06T11:12:23-07:00,us,iOS App Store,0
14395833610,Kurt3025,1,App is difficult,The app for printing a photo is not user friendly. It took me printing 10 pictures to get it to print a 5X7 picture. It kept printing on the whole page.,26.2.0,2026-08-06T10:41:23-07:00,us,iOS App Store,0
14395767343,Bonjourmariana,5,BUY IT! 100% WORTH IT!!,YES I recommend this printer! The best printer I have had. Excellent work!,26.2.0,2026-08-06T10:20:21-07:00,us,iOS App Store,0
14395726761,Marcus Gia,3,Ayúdenos,Muy difícil de entender,26.2.0,2026-08-06T10:07:36-07:00,us,iOS App Store,0
14395690022,UnhappyAFWasAlreadyTaken,1,Zero stars,Will not see the hp2942 on my network.  It’s there but app is useless.  Won’t connect on iPhone or windows computer.,26.2.0,2026-08-06T09:56:11-07:00,us,iOS App Store,0
14395388316,Dr Larry G,5,getting started without a manual,"getting familiar with my new HP Smart Tank 6001 printer was a challenge, especially because this was not my first HP printer over the years - multiple attempts to solve roadblocks via HP automated setup and with HP chat were maddening.
Chat replies were much too complicated. I ultimately discovered simple solutions on my own after wasting too many hours searching for solutions on line with HP.  It was virtually impossible to speak to someone live.
A manual to explain how some features work would be enormously helpful.
Having said all that, my new HP Smart Tank 6001 is connected to my wifi, as well as my and my and my partner’s computers and iPhones; now functioning superbly - if only I didn’t need to spend hours of frustrating time trying to figure it out on my
own - how about a little help from HP live to set it up?",26.2.0,2026-08-06T08:26:15-07:00,us,iOS App Store,0
14393016703,BLM from Texas,1,HP continues to suck,"Like every HP printer, I’ve bought it never stays connected and printing. A simple document becomes an exercise and frustration. I don’t know why I went back and bought an HP printer.",26.2.0,2026-08-05T17:55:26-07:00,us,iOS App Store,0
